ATTRIBUTES:

Attribute #1:C:\Metrics\ics\projects\6.2600J_S25\res.ics
Attribute #2:Test
Attribute #3:dev1
Attribute #4:PASSED
SETUP:RES  04/28/2025  15:10:09
DATE:04/28/2025
TIME:15:10:09

CONDITIONS:

ID:	A	
UNIT:	SMU1	
MODE: CONST	
VALUE:	0

ID:	K	
UNIT:	SMU3	
MODE: SWEEP	
START:	-1	
STOP:	1	
PNTS:	51	
STEP:	0.04

DATA:  RES  04/28/2025  15:10:09

IA	VK	IK	
5.12190000E-010	-1.00000000E+000	-5.13890000E-010	
4.63800000E-010	-9.60000000E-001	-4.92350000E-010	
4.81290000E-010	-9.20000000E-001	-4.53490000E-010	
3.98950000E-010	-8.80000000E-001	-4.24490000E-010	
4.29550000E-010	-8.40000000E-001	-4.02910000E-010	
3.42950000E-010	-8.00000000E-001	-3.63040000E-010	
3.56350000E-010	-7.60000000E-001	-3.45790000E-010	
3.12250000E-010	-7.20000000E-001	-3.13250000E-010	
2.77690000E-010	-6.80000000E-001	-2.96990000E-010	
2.85450000E-010	-6.40000000E-001	-2.57340000E-010	
2.08550000E-010	-6.00000000E-001	-2.33300000E-010	
2.45710000E-010	-5.60000000E-001	-2.14700000E-010	
1.58950000E-010	-5.20000000E-001	-1.86250000E-010	
1.98150000E-010	-4.80000000E-001	-1.75100000E-010	
1.37950000E-010	-4.40000000E-001	-1.51250000E-010	
1.38950000E-010	-4.00000000E-001	-1.43400000E-010	
1.28100000E-010	-3.60000000E-001	-1.09700000E-010	
7.29510000E-011	-3.20000000E-001	-9.75010000E-011	
1.10000000E-010	-2.80000000E-001	-7.44510000E-011	
3.53990000E-011	-2.40000000E-001	-6.38990000E-011	
8.34000000E-011	-2.00000000E-001	-5.46500000E-011	
1.63000000E-011	-1.60000000E-001	-3.62000000E-011	
4.43010000E-011	-1.20000000E-001	-3.60000000E-011	
1.90000000E-011	-8.00000000E-002	-1.50500000E-011	
-9.09980000E-012	-4.00000000E-002	-1.93000000E-011	
2.51500000E-011	0.00000000E+000	8.99990000E-012	
-3.87500000E-011	4.00000000E-002	6.79990000E-012	
7.70000000E-012	8.00000000E-002	2.56500000E-011	
-5.85980000E-011	1.20000000E-001	4.38990000E-011	
-2.98000000E-011	1.60000000E-001	4.17500000E-011	
-7.07490000E-011	2.00000000E-001	7.68990000E-011	
-9.50490000E-011	2.40000000E-001	7.93500000E-011	
-8.45010000E-011	2.80000000E-001	1.13900000E-010	
-1.70300000E-010	3.20000000E-001	1.43650000E-010	
-1.35200000E-010	3.60000000E-001	1.69200000E-010	
-2.37190000E-010	4.00000000E-001	2.11600000E-010	
-2.17700000E-010	4.40000000E-001	2.37410000E-010	
-3.07650000E-010	4.80000000E-001	2.95500000E-010	
-3.32050000E-010	5.20000000E-001	3.36800000E-010	
-4.07100000E-010	5.60000000E-001	4.16410000E-010	
-4.90360000E-010	6.00000000E-001	4.70810000E-010	
-5.33560000E-010	6.40000000E-001	5.66160000E-010	
-6.83000000E-010	6.80000000E-001	6.46910000E-010	
-7.04950000E-010	7.20000000E-001	7.67390000E-010	
-7.69090000E-010	7.60000000E-001	8.08710000E-010	
-8.91650000E-010	8.00000000E-001	8.86390000E-010	
-1.05140000E-009	8.40000000E-001	1.04100000E-009	
-1.16100000E-009	8.80000000E-001	1.18300000E-009	
-1.29990000E-009	9.20000000E-001	1.28990000E-009	
-1.43150000E-009	9.60000000E-001	1.46140000E-009	
-1.64290000E-009	1.00000000E+000	1.61400000E-009	

TEST RESULTS:  RES  04/28/2025  15:10:09


