ATTRIBUTES:

Attribute #1:C:\Metrics\ics\projects\6.2600J_S25\res.ics
Attribute #2:Test
Attribute #3:dev1
Attribute #4:PASSED
SETUP:RES  04/28/2025  15:16:18
DATE:04/28/2025
TIME:15:16:18

CONDITIONS:

ID:	A	
UNIT:	SMU1	
MODE: CONST	
VALUE:	0

ID:	K	
UNIT:	SMU3	
MODE: SWEEP	
START:	-1	
STOP:	1	
PNTS:	51	
STEP:	0.04

DATA:  RES  04/28/2025  15:16:18

IA	VK	IK	
8.81360000E-010	-1.00000000E+000	-9.53880000E-010	
9.21490000E-010	-9.60000000E-001	-9.22310000E-010	
8.64160000E-010	-9.20000000E-001	-8.65840000E-010	
8.17350000E-010	-8.80000000E-001	-8.41650000E-010	
8.01860000E-010	-8.40000000E-001	-7.84240000E-010	
7.35500000E-010	-8.00000000E-001	-7.64260000E-010	
7.31400000E-010	-7.60000000E-001	-7.03100000E-010	
6.35710000E-010	-7.20000000E-001	-6.72260000E-010	
6.58650000E-010	-6.80000000E-001	-6.32500000E-010	
5.51240000E-010	-6.40000000E-001	-5.70050000E-010	
5.65760000E-010	-6.00000000E-001	-5.51950000E-010	
4.85640000E-010	-5.60000000E-001	-4.96380000E-010	
4.50700000E-010	-5.20000000E-001	-4.69810000E-010	
4.29390000E-010	-4.80000000E-001	-4.06100000E-010	
3.51700000E-010	-4.40000000E-001	-3.78290000E-010	
3.72650000E-010	-4.00000000E-001	-3.36200000E-010	
2.73900000E-010	-3.60000000E-001	-3.00800000E-010	
2.87240000E-010	-3.20000000E-001	-2.60240000E-010	
2.00350000E-010	-2.80000000E-001	-2.10350000E-010	
1.88300000E-010	-2.40000000E-001	-1.88150000E-010	
1.49200000E-010	-2.00000000E-001	-1.38700000E-010	
9.21500000E-011	-1.60000000E-001	-1.18700000E-010	
1.09650000E-010	-1.20000000E-001	-7.20490000E-011	
2.48500000E-011	-8.00000000E-002	-5.31510000E-011	
5.72500000E-011	-4.00000000E-002	-3.10510000E-011	
-2.65000000E-011	0.00000000E+000	3.25000000E-012	
-1.34500000E-011	4.00000000E-002	2.45500000E-011	
-7.49520000E-011	8.00000000E-002	7.39990000E-011	
-1.17950000E-010	1.20000000E-001	1.10500000E-010	
-1.40000000E-010	1.60000000E-001	1.71900000E-010	
-2.72950000E-010	2.00000000E-001	2.46240000E-010	
-2.81250000E-010	2.40000000E-001	3.14900000E-010	
-4.44600000E-010	2.80000000E-001	4.34300000E-010	
-4.93150000E-010	3.20000000E-001	5.08810000E-010	
-6.13340000E-010	3.60000000E-001	6.40400000E-010	
-7.53940000E-010	4.00000000E-001	7.98050000E-010	
-9.26490000E-010	4.40000000E-001	9.08160000E-010	
-1.05150000E-009	4.80000000E-001	1.06900000E-009	
-1.21750000E-009	5.20000000E-001	1.23900000E-009	
-1.39900000E-009	5.60000000E-001	1.37950000E-009	
-1.54650000E-009	6.00000000E-001	1.58390000E-009	
-1.81850000E-009	6.40000000E-001	1.80190000E-009	
-1.95790000E-009	6.80000000E-001	1.97140000E-009	
-2.22640000E-009	7.20000000E-001	2.24540000E-009	
-2.48500000E-009	7.60000000E-001	2.46540000E-009	
-2.66290000E-009	8.00000000E-001	2.70990000E-009	
-2.94450000E-009	8.40000000E-001	2.93100000E-009	
-3.13590000E-009	8.80000000E-001	3.17740000E-009	
-3.43540000E-009	9.20000000E-001	3.44290000E-009	
-3.68540000E-009	9.60000000E-001	3.70890000E-009	
-3.99130000E-009	1.00000000E+000	4.00700000E-009	

TEST RESULTS:  RES  04/28/2025  15:16:18


